File,ID,time,strain,condition,repeat_exp,total_vRNAs_ORFN,total_vRNAs_gRNA,cytosolic_RNAs_ORFN,cytosolic_RNAs_gRNA,repSites_ORFN,repSites_gRNA,mol_per_repSite_ORFN,mol_per_repSite_gRNA,content,category,total_vRNAs_sgRNA,ratio
CoV-FISH-10_Vero_8h_B117_INF_R3_00010_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,557,211,427,170.524271066087,31,7,4.193548387096774,5.782246990559001,40.475728933913004,Mid,346,1.6458043810082688
CoV-FISH-10_Vero_8h_B117_INF_R2_00002_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,383,183,325,150.67167959353594,16,7,3.625,4.618331486637724,32.32832040646407,Mid,200,1.093152395994467
CoV-FISH-10_Vero_8h_B117_INF_R3_00001_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,301,129,243,104.00715453649383,19,5,3.0526315789473686,4.998569092701236,24.99284546350618,Mid,172,1.3443539495403631
CoV-FISH-10_Vero_8h_B117_INF_R3_00009_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,515,211,465,194.31760160853878,18,5,2.7777777777777777,3.3364796782922435,16.682398391461216,Mid,304,1.4444397275396768
CoV-FISH-10_Vero_8h_B117_INF_R3_00012_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,462,167,369,143.1659817855591,26,5,3.576923076923077,4.766803642888182,23.83401821444091,Mid,295,1.7750445666057617
CoV-FISH-10_Vero_8h_B117_INF_R2_00010_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,221,120,204,100.63594373078105,8,4,2.125,4.841014067304737,19.36405626921895,Mid,101,0.8489815686368672
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,513,169,462,122.66336851609137,23,10,2.217391304347826,4.633663148390863,46.336631483908626,Mid,344,2.0331077196990166
CoV-FISH-10_Vero_8h_B117_INF_R1_00016__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,232,82,192,54.03411500348058,18,5,2.2222222222222223,5.593176999303884,27.96588499651942,Mid,150,1.8298849703898674
CoV-FISH-10_Vero_8h_B117_INF_R2_00011_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,187,95.33278464011774,164,79,9,3,2.5555555555555554,5.444261546705913,16.332784640117737,Low,91.66721535988226,0.9615497512836425
CoV-FISH-10_Vero_8h_B117_INF_R3_00010_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,535,247,424,187.04075131497333,32,10,3.46875,5.995924868502666,59.95924868502666,Mid,288,1.1707058497664726
CoV-FISH-10_Vero_8h_B117_INF_R2_00006_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,371,177,336,144.44667666796553,15,5,2.3333333333333335,6.510664666406893,32.553323332034466,Mid,194,1.102933855108539
CoV-FISH-10_Vero_8h_B117_INF_R2_00011_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,287,100,215,68.99288860094074,22,5,3.272727272727273,6.201422279811853,31.007111399059262,Mid,187,1.887179352925815
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,3997,230,3486,191.11210675203867,229,7,2.2314410480349345,5.555413321137333,38.88789324796133,Mid,3767,16.411438841026794
CoV-FISH-10_Vero_8h_B117_INF_R2_00001_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,352,139,293,108.44671491418725,21,7,2.8095238095238093,4.364755012258963,30.553285085812742,Mid,213,1.541086572070631
CoV-FISH-10_Vero_8h_B117_INF_R1_00002__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,142,78.91308194428748,121,47.99999999999999,9,5,2.3333333333333335,6.1826163888574985,30.91308194428749,Low,63.086918055712516,0.7994481586747783
CoV-FISH-10_Vero_8h_B117_INF_R1_00006__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,250,106,223,81.09123857272151,12,5,2.25,4.9817522854556975,24.90876142727849,Mid,144,1.3590412951043473
CoV-FISH-10_Vero_8h_B117_INF_R1_00006__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,814,92,751,65.57274755590188,31,5,2.032258064516129,5.285450488819625,26.427252444098123,Mid,722,7.909181004928706
CoV-FISH-10_Vero_8h_B117_INF_R1_00021__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,175,78.45910305067866,133,64,13,3,3.230769230769231,4.819701016892888,14.459103050678664,Low,96.54089694932134,1.2304613893809517
CoV-FISH-10_Vero_8h_B117_INF_R2_00001_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,652,216,477,160.57725399062198,51,10,3.4313725490196076,5.5422746009378026,55.422746009378024,Mid,436,2.0185841091360093
CoV-FISH-10_Vero_8h_B117_INF_R2_00009_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,225,108,214,76.00475293366864,4,5,2.75,6.399049413266272,31.99524706633136,Mid,117,1.0981043931438594
CoV-FISH-10_Vero_8h_B117_INF_R3_00003_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,222,118,210,96.16239865040063,5,3,2.4,7.279200449866456,21.837601349599367,Mid,104,0.8887305195675491
CoV-FISH-10_Vero_8h_B117_INF_R3_00006_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,201,94.34021102018254,141,79,13,3,4.615384615384615,5.1134036733941794,15.340211020182538,Low,106.65978897981746,1.1305867119271056
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,199,123,169,78.22357838234434,11,7,2.727272727272727,6.396631659665094,44.77642161765566,Mid,76,0.6249331424194275
CoV-FISH-10_Vero_8h_B117_INF_R3_00006_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,123,73,113,51.88620182720567,4,4,2.5,5.278449543198583,21.113798172794333,Mid,50,0.6808530960474433
CoV-FISH-10_Vero_8h_B117_INF_R1_00015__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,5471,376,4676,334.9558114683673,373,9,2.131367292225201,4.56046539240363,41.04418853163267,Mid,5095,13.579021967213858
CoV-FISH-10_Vero_8h_B117_INF_R3_00001_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,806,440,737,394.8831947197364,25,10,2.76,4.511680528026357,45.11680528026357,Mid,366,0.8324617178271927
CoV-FISH-10_Vero_8h_B117_INF_R1_00006__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,148,76.45905226141063,128,58,10,3,2,6.153017420470213,18.459052261410637,Low,71.54094773858937,0.9356766219648335
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1349,58.75360457216549,1216,45,62,3,2.1451612903225805,4.584534857388498,13.753604572165493,Low,1290.2463954278346,21.960293412177958
CoV-FISH-10_Vero_8h_B117_INF_R1_00015__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,105,66.14110489597695,99,50,3,3,2,5.3803682986589845,16.14110489597695,Low,38.85889510402305,0.5875150583761514
CoV-FISH-10_Vero_8h_B117_INF_R1_00017__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,105,81.62348709306153,99,62.00000000000001,3,3,2,6.54116236435384,19.62348709306152,Low,23.376512906938473,0.2863944403684465
CoV-FISH-10_Vero_8h_B117_INF_R2_00001_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,352,165,293,102.32855324938757,22,10,2.6818181818181817,6.2671446750612425,62.671446750612425,Mid,187,1.1300840934337562
CoV-FISH-10_Vero_8h_B117_INF_R3_00005_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,458,244,421,221.85017404794723,16,4,2.3125,5.53745648801319,22.14982595205276,Mid,214,0.8756292587948363
CoV-FISH-10_Vero_8h_B117_INF_R3_00005_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,414,207,341,161.50782018511637,30,7,2.433333333333333,6.498882830697659,45.49217981488361,Mid,207,1.0000529298956153
CoV-FISH-10_Vero_8h_B117_INF_R3_00010_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,634,353,562,284.89155821056096,30,14,2.4,4.864888699245647,68.10844178943906,Mid,281,0.798816964352907
CoV-FISH-10_Vero_8h_B117_INF_R3_00012_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,417,142,340,124.54836343537377,25,4,3.08,4.362909141156555,17.45163656462622,Mid,275,1.9535625033709882
CoV-FISH-10_Vero_8h_B117_INF_R1_00002__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1814,210,1663,155.1934640246877,62,12,2.435483870967742,4.567211331276025,54.8065359753123,Mid,1604,7.642239875028466
CoV-FISH-10_Vero_8h_B117_INF_R3_00001_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,610,290,490,261.440912546486,30,7,4,4.079869636216282,28.559087453513975,Mid,320,1.1061077520099338
CoV-FISH-10_Vero_8h_B117_INF_R1_00002__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,208,100,152,66.35722087787835,17,6,3.2941176470588234,5.607129853686943,33.64277912212166,Mid,108,1.0751138040193655
CoV-FISH-10_Vero_8h_B117_INF_R1_00007__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,835,111,697,93.43225514009728,36,5,3.8333333333333335,3.5135489719805437,17.567744859902717,Mid,724,6.5650000643204995
CoV-FISH-10_Vero_8h_B117_INF_R1_00020__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,309,143,285,117.26398489927342,11,5,2.1818181818181817,5.147203020145316,25.73601510072658,Mid,166,1.1645657483875431
CoV-FISH-10_Vero_8h_B117_INF_R3_00003_cleared__results_cell_8.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,294,148,242,119.97443169493584,14,7,3.7142857142857144,4.003652615009166,28.025568305064162,Mid,146,0.9902801512318965
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,65,47.474527048528145,52,32,5,3,2.6,5.158175682842715,15.474527048528145,Low,17.525472951471855,0.36915529318612134
CoV-FISH-10_Vero_8h_B117_INF_R3_00006_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,587,240,507,213.28274642453155,25,5,3.2,5.343450715093688,26.71725357546844,Mid,347,1.4523198382048546
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,250,124,215,108.15973340827723,15,3,2.3333333333333335,5.280088863907588,15.840266591722765,Mid,126,1.0187709896650308
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,192,91,150,57.411260422508285,18,7,2.3333333333333335,4.798391368213102,33.588739577491715,Mid,101,1.1066645210848043
CoV-FISH-10_Vero_8h_B117_INF_R2_00008_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,311,138,267,103.67519029666138,16,7,2.75,4.903544243334087,34.32480970333861,Mid,173,1.2564646855861261
CoV-FISH-10_Vero_8h_B117_INF_R3_00011_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,318,194,279,149.87781186793845,17,7,2.2941176470588234,6.30316973315165,44.12218813206155,Mid,124,0.6441996315879711
CoV-FISH-10_Vero_8h_B117_INF_R3_00011_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,369,194,308,146.78560677067154,16,7,3.8125,6.744913318475494,47.21439322932846,Mid,175,0.9079382281228752
CoV-FISH-10_Vero_8h_B117_INF_R3_00010_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,327,188,301,153.88609711950602,12,5,2.1666666666666665,6.822780576098796,34.11390288049398,Mid,139,0.7380672728773394
CoV-FISH-10_Vero_8h_B117_INF_R1_00010__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,46,22.816468156948723,46,8.000000000000002,0,2,NA,7.4082340784743606,14.816468156948721,Low,23.183531843051277,1.016087664557793
CoV-FISH-10_Vero_8h_B117_INF_R1_00013__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,51,24.432249223015564,51,14,0,2,NA,5.216124611507782,10.432249223015564,Low,26.567750776984436,1.0874050331787382
CoV-FISH-10_Vero_8h_B117_INF_R1_00021__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,320,119,224,87.01349007158477,34,7,2.823529411764706,4.569501418345033,31.98650992841523,Mid,201,1.704357881546822
CoV-FISH-10_Vero_8h_B117_INF_R2_00004_cleared__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,291,110,232,69.1597728979138,26,5,2.269230769230769,8.16804542041724,40.8402271020862,Mid,181,1.64600483988001
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,109,41.19487208192053,109,28,0,2,NA,6.597436040960265,13.19487208192053,Low,67.80512791807948,1.6459603948579213
CoV-FISH-10_Vero_8h_B117_INF_R3_00006_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,547,330,491,277.7460996092688,24,10,2.3333333333333335,5.225390039073118,52.25390039073118,Mid,217,0.6608049382494684
CoV-FISH-10_Vero_8h_B117_INF_R3_00003_cleared__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,264,162,225,119.60101562194956,14,6,2.7857142857142856,7.066497396341739,42.398984378050436,Mid,102,0.6248990937043448
CoV-FISH-10_Vero_8h_B117_INF_R1_00019__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,1118,183,974,96.46431297915673,58,15,2.4827586206896552,5.769045801389551,86.53568702084327,Mid,935,5.129678503015356
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,12764,1270,9051,848.0246656921794,1250,71,2.9704,5.943314567715784,421.9753343078206,Mid,11494,9.056948737783692
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,9673,981,7801,602.8895460016322,699,46,2.6781115879828326,8.219792478225386,378.1104539983678,Mid,8692,8.862177503970074
CoV-FISH-10_Vero_8h_B117_INF_R3_00002_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,166,101,147,81.12827332436483,8,3,2.375,6.623908891878391,19.871726675635173,Mid,65,0.6518313699378465
CoV-FISH-10_Vero_8h_B117_INF_R3_00003_cleared__results_cell_7.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,185,114,157,76.54884970874275,13,5,2.1538461538461537,7.4902300582514485,37.45115029125724,Mid,71,0.6251039129404544
CoV-FISH-10_Vero_8h_B117_INF_R2_00006_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,556,162,483,120.65021205107385,25,5,2.92,8.26995758978523,41.34978794892615,Mid,394,2.446931760041594
CoV-FISH-10_Vero_8h_B117_INF_R3_00009_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,300,181,270,138.73808773480982,9,7,3.3333333333333335,6.037416037884311,42.261912265190176,Mid,119,0.6636741763732594
CoV-FISH-10_Vero_8h_B117_INF_R3_00002_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,147,86,140,62.252789907159,3,3,2.3333333333333335,7.915736697613667,23.747210092841,Mid,61,0.7108331817983035
CoV-FISH-10_Vero_8h_B117_INF_R2_00003_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,766,175,647,131.3321598424831,34,9,3.5,4.851982239724101,43.667840157516906,Mid,591,3.3818218610366033
CoV-FISH-10_Vero_8h_B117_INF_R1_00016__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,2026,192,1852,109.06049857810171,65,11,2.6769230769230767,7.539954674718025,82.93950142189829,Mid,1834,9.603082312833047
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_9.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6649,540,6120,384.60309055349376,213,25,2.483568075117371,6.21587637786025,155.39690944650627,Mid,6109,11.312727577318164
CoV-FISH-10_Vero_8h_B117_INF_R3_00008_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,295,124,214,86.91659925418725,25,6,3.24,6.180566790968793,37.08340074581276,Mid,171,1.3909124779327693
CoV-FISH-10_Vero_8h_B117_INF_R1_00020__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,260,111,246,91.29052841583659,7,3,2,6.569823861387804,19.709471584163413,Mid,149,1.3524268788258016
CoV-FISH-10_Vero_8h_B117_INF_R3_00007_cleared__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,160,95,146,69.28953907745313,6,3,2.3333333333333335,8.570153640848957,25.710460922546872,Mid,65,0.6800473482300301
CoV-FISH-10_Vero_8h_B117_INF_R1_00022__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6863,562,5869,357.9808742677442,350,27,2.84,7.556263916009474,204.0191257322558,Mid,6301,11.22414738682048
CoV-FISH-10_Vero_8h_B117_INF_R1_00020__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,19439,3006,15569,2168.4132603050252,1557,150,2.485549132947977,5.583911597966499,837.5867396949749,Mid,16433,5.4677859523044905
CoV-FISH-10_Vero_8h_B117_INF_R3_00004_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,115,88.60399553700184,89,62,10,3,2.6,8.867998512333944,26.603995537001833,Low,26.396004462998164,0.29790986628785776
CoV-FISH-10_Vero_8h_B117_INF_R3_00007_cleared__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,281,144,220,117.5002105357942,15,5,4.066666666666666,5.299957892841161,26.499789464205804,Mid,137,0.9513401986713308
CoV-FISH-10_Vero_8h_B117_INF_R3_00005_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,180,100,153,71.7832913380269,10,4,2.7,7.054177165493275,28.2167086619731,Mid,80,0.8071013062948101
CoV-FISH-10_Vero_8h_B117_INF_R1_00014__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,23074,1898,17437,1113.7993559788088,1579,112,3.5699810006333124,7.001791464474921,784.2006440211911,Mid,21176,11.157713252498905
CoV-FISH-10_Vero_8h_B117_INF_R3_00004_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,732,410,477,271.9024711096405,61,23,4.180327868852459,6.004240386537369,138.09752889035948,Mid,322,0.7860270269502726
CoV-FISH-10_Vero_8h_B117_INF_R1_00007__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,11321,956,9515,580.0599888596909,632,53,2.857594936708861,7.093207757364323,375.94001114030914,Mid,10365,10.848139748273228
CoV-FISH-10_Vero_8h_B117_INF_R1_00005__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,20861,2221,17394,1535.5144492490986,1392,101,2.49066091954023,6.786985650999025,685.4855507509016,Mid,18640,8.396542889165653
CoV-FISH-10_Vero_8h_B117_INF_R1_00004__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,11894,1165,10533,683.9869291796338,550,61,2.4745454545454546,7.885460177383054,481.0130708203663,Mid,10729,9.216997267266407
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,992,169,870,124.71351103655232,30,7,4.066666666666666,6.326641280492526,44.28648896344768,Mid,823,4.897127242204424
CoV-FISH-10_Vero_8h_B117_INF_R2_00002_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,156,71.08228255785707,132,62,7,1,3.4285714285714284,9.08228255785707,9.08228255785707,Low,84.91771744214293,1.1946397102966493
CoV-FISH-10_Vero_8h_B117_INF_R2_00003_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,132,72.97085917563129,124,66,4,1,2,6.970859175631283,6.970859175631283,Low,59.02914082436871,0.8089412882242939
CoV-FISH-10_Vero_8h_B117_INF_R2_00005_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,22.680591607093547,22.680591607093547,22.680591607093547,15.000000000000002,0,1,NA,7.680591607093545,7.680591607093545,Low,0,0
CoV-FISH-10_Vero_8h_B117_INF_R2_00007_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,518,166,431,112.63196677098078,29,7,3,7.624004747002745,53.36803322901922,Mid,352,2.1307109928989725
CoV-FISH-10_Vero_8h_B117_INF_R2_00012_cleared__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,208,75.90971971799432,177,67,9,1,3.4444444444444446,8.909719717994316,8.909719717994316,Low,132.09028028200566,1.7400970623093184
CoV-FISH-10_Vero_8h_B117_INF_R3_00007_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,416,121,277,88.79682791594952,23,4,6.043478260869565,8.05079302101262,32.20317208405048,Mid,295,2.443606716550861
CoV-FISH-10_Vero_8h_B117_INF_R3_00007_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,266,109,212,83.96063537798369,18,4,3,6.259841155504076,25.039364622016304,Mid,157,1.4509904366960895
CoV-FISH-10_Vero_8h_B117_INF_R1_00023__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,16324,2201,13700,1098.1044719330157,1078,108,2.434137291280148,10.211995630249854,1102.8955280669843,Mid,14123,6.41990937711595
CoV-FISH-10_Vero_8h_B117_INF_R1_00008__results_cell_4.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6837,687,5988,405.64841254439506,346,35,2.453757225433526,8.038616784445855,281.35158745560494,Mid,6150,8.961732224401842
CoV-FISH-10_Vero_8h_B117_INF_R2_00002_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,433,161,326,117.89880855901114,28,7,3.8214285714285716,6.157313062998409,43.10119144098886,Mid,272,1.6974979750778925
CoV-FISH-10_Vero_8h_B117_INF_R1_00003__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,4771,543,4473,319.23424608196024,99,23,3.01010101010101,9.72894582252347,223.7657539180398,Mid,4228,7.79620706715044
CoV-FISH-10_Vero_8h_B117_INF_R2_00012_cleared__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,406,116,372,69.74986627846046,16,5,2.125,9.250026744307908,46.25013372153954,Mid,290,2.5037793129757095
CoV-FISH-10_Vero_8h_B117_INF_R1_00018__results_cell_5.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6510,626,5785,313.9561750468417,273,35,2.6556776556776556,8.915537855804523,312.0438249531583,Mid,5884,9.412702870979203
CoV-FISH-10_Vero_8h_B117_INF_R1_00011__results_cell_2.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,449,81,263,45.76167323102537,12,4,15.5,8.809581692243658,35.23832676897463,Mid,368,4.562385518535445
CoV-FISH-10_Vero_8h_B117_INF_R3_00001_cleared__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R3,1008,391,632,211.60950381258507,77,21,4.883116883116883,8.542404580353091,179.39049618741493,Mid,617,1.5816730099326202
CoV-FISH-10_Vero_8h_B117_INF_R1_00009__results_cell_1.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,6004,720,4938,437.77507716871406,372,40,2.8655913978494625,7.055623070782148,282.22492283128594,Mid,5284,7.34058755975824
CoV-FISH-10_Vero_8h_B117_INF_R1_00017__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,16429,2000,13792,1375.3891343606097,991,112,2.660948536831483,5.5768827289231275,624.6108656393903,Mid,14429,7.215679735135003
CoV-FISH-10_Vero_8h_B117_INF_R1_00012__results_cell_3.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R1,20961,2246,18431,1271.4744207014116,1081,120,2.3404255319148937,8.121046494154903,974.5255792985884,Mid,18715,8.33554519198817
CoV-FISH-10_Vero_8h_B117_INF_R2_00004_cleared__results_cell_0.npz,8hpi_Untreated_B.1.1.7,8hpi,B.1.1.7,Untreated,R2,488,101,316,65.61997725549435,27,5,6.37037037037037,7.076004548901129,35.380022744505645,Mid,387,3.861207207659682
